sample_idx,segment,I,Q
0,0,21930,987
1,0,932,21930
2,0,985,1052
3,0,21930,978
4,0,21930,988
5,0,941,21930
6,0,1008,1109
7,0,57685,41731
8,0,21930,983
9,0,938,21930
10,0,993,1047
11,0,21930,975
12,1,21930,984
13,1,983,21930
14,1,975,957
15,3,21930,1022
16,3,954,21930
17,3,978,957
18,4,21930,987
19,4,1154,21930
20,4,970,951
21,4,21930,1034
22,4,952,21930
23,4,979,940
24,4,21930,962
25,4,934,21930
26,4,971,940
27,4,21930,951
28,4,938,21930
29,4,980,936
